paremeters:
tick: 0.02
popsize: 50
eva_num: 30
n_signages: 10
��ʼ�����: 
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,30,69,68.2196,79.852,99,61,77,79,72,69,55,89,78.599,64,90.1442,69.4929,60.528,83.4448,60.5873,62.9027,
0,0,70,61,66,60,67,61,51,89,83,61,73,86,72,61,94.5104,71.9359,81.3564,64.7793,62.2279,47.8134,
0,0,51.7568,62.8081,67.2196,63.0724,56.4845,72.7069,63.6879,48.1385,99,64,64,65.25,58.5354,61.4537,49,79,102,64,64.7225,58.1888,
0,0,59.6305,62.2914,66.7437,60,91.5993,65.6088,56.0724,61.0397,104,61,64.8052,78.5,51,70,61,80,72.5,68.9031,71,46,
0,0,82.3132,69.1294,51.6943,75.5126,83,61,46.0102,61.5,52.0803,68.1407,60,89,64.1213,57.1914,64,69,47.25,74.8599,67,61,
0,0,52.624,63.4237,71.4839,70.8734,98.6731,61.7051,74.3486,63.0367,77.4388,67.7357,66,73.3986,58,49,66,60,94,65,57.3181,56.1221,
0,0,60.248,75.0886,82.4427,66.9709,95,61,70.7537,77.9376,45,61,62.2198,66.5188,78.3578,66.178,61.2622,71.9058,102,64,55.375,55.4592,
0,0,40.562,74.4024,81.9057,73.3806,68,67.7308,80,61,37.9998,74.7843,56.0567,49.4384,59.8432,73.8873,51.0214,55.875,55.056,77.9271,90.9785,65.2045,
0,0,37,79,72,61,82,61,55.8174,54.9867,78.2017,61.8863,61.2485,65.6489,73,61,53.9867,83.8884,64.0172,59.6497,42,61,
0,0,47.25,77.4384,83,61,68.9436,74.9626,64,60,77,79,63.3321,52,61,79,62,70,39,61,57.5,57.2374,
0,0,5,86,68.8074,68.0215,91,61,37,61,104,61,57.1852,62.7192,64,60,73,61,104,64,49,61,
0,0,14.2341,75.7353,80,66,67.4829,70.7176,67,75,85,66,78,61,62.0733,66.6942,92,61,51.9339,69.9088,72,61,
��ǰΪ��29����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,1,89,63.2054,64.4742,58.6176,68.049,71.4294,75.5,68.2673,67.6598,83,61,38,61,45,61,87,61,51.7962,66.6022,
0,0,1,88.7743,90.3463,65.5,96,64,47.8779,65.5253,83.8489,68,60,61,58,58,75,61,104,64,57.9684,57.8782,
0,0,67,61,56.5332,57.923,71.2196,79.7069,58.0104,61.5199,93,61,78,61,68.1149,66.0832,29.2104,74.375,76,61,61,55,
0,0,1.62598,87.4557,79.6398,71.1384,66.1136,68.7895,71.3177,66.2239,104,64,76.6709,71.945,78.8211,64.411,40.3395,68.8291,77.0612,64,67.3776,65.0956,
0,0,30,79,80,61,72.7231,61.742,61.8488,86.4629,100.085,62.1869,51,61.0188,66.7537,66.178,69.3195,67.5103,44,64,51,50,
0,0,31,79,75.1237,66.9709,74,61,81.7209,63.9039,93.25,72,61.5,66.5188,90,73,56.4355,72.7575,30.5,67.5,53.5186,53.4269,
0,0,1,89,82.3602,74.1707,74.9639,74.4715,48,68,91,61,68.9228,61.8596,93.5044,76.852,85,61,95,61,64,60,
0,0,104,61,55.5,74.4531,76.2804,69.8314,62.0576,82.4473,56.0169,64.9527,77,79,96,64,75.2684,78.8946,53.7665,56.7215,48,61,
0,0,79,61,93,61,71.9718,77.6971,64,45,85.1744,70,67,86,57.3368,68.3665,71,61,74,61,60.75,53.6187,
0,0,71.8399,75.4546,69.3877,70.0354,90.1262,69.3479,67.0554,88.3881,73,61,63.8688,59.0275,64.6806,55.867,62.3338,83.8578,36.3559,69.5,66.5,60,
0,0,104,61,69.5,78.0846,60,71,82,79,75.1009,69.4431,69.7678,77.1779,64.8673,60.2666,55.9824,77.4442,104,61,66.9501,60,
0,0,104,61,77,61,91.658,64.8177,52.2913,73.0527,104,64,63.7126,72.375,67.9424,73.8636,85.583,67.5706,80.6782,63.7026,82.6139,70.1677,
0,0,46,75,73.4462,63.4546,59.9081,66.4394,80,61,64.25,81.7843,66,86,79,79,81.3534,75.6874,45.2358,70.2047,76.2407,67.5031,
0,0,11,79,53.7949,75.0661,55.0047,58.4172,91,61,86,61,70,89,56.1833,83.2887,88.1767,69.4238,78,64,54.6356,80.793,
0,0,86.5,69.2835,78.5622,77.2016,81.6635,61.8773,58,58,52.5,73.2843,67.7308,46.8134,94,79,53.1333,57.6574,77,75,77.9231,79.1101,
0,0,31,79,64.5858,78.1756,73.5489,64.8701,58.1886,57.0355,20.7303,68.5894,64.9826,61.6993,51,55,36,79,86.5,68.9031,56.2724,69.0933,
0,0,78.4669,63.3074,57.6525,66.5292,87,61,51.9793,68.75,55.6312,63.0703,80,79,82,61,70,61,60.9399,61.4299,69,89,
0,0,51.5813,61.0338,66.2372,60,71.0943,77.533,61.5,89.0675,54.7345,75,75.7069,79.75,59.4197,62.237,27,79,84.5,66,59,48,
0,0,104,61,52.3401,57.9075,81.7372,77.533,55.8315,76.5322,84.0943,61,75,79,56,58,83.1765,72.2292,58.137,66.4906,60,73.0646,
0,0,1,86,91,61,62.578,75.2188,74,89,76,61,75,71,60.9644,66.1935,87.791,74.7731,48,65,60.5,63.6282,
0,0,76,61,66.1939,64.9754,39,77,66,60,99,64,53,64,43,79,61.6115,73.0615,51,57,70,61,
0,0,18.1171,67.3677,67,86,48,65,89,79,92.5,70,67.5,75,75.7959,63.4356,91,61,51.4669,78.8992,58,70,
0,0,93.9991,74.3201,70.5542,69.3828,67.5393,61,68,61,71,61,58.5087,73.6504,96,64,52.5722,61.3346,100,64,62.5,81,
0,0,32,79,66,60,68,64,61.5739,56.9839,96,64,65,89,76.4157,72.9398,58.653,66.7723,70.1992,63.1034,66.3852,60,
0,0,58,70,60.8359,71.1601,88.7528,64.8376,73,89,71.5393,66,61.9423,65.7239,52.9446,64.1803,51.522,63,61.5209,85.4297,59.7114,54.0018,
0,0,51,71,73.6715,75.5031,85.2025,69.0464,72,89,81.4964,63.1677,64,85,69.7037,86.164,81.761,70.5801,76.5616,73,69,89,
0,0,32.572,79.6314,75.3162,70.5798,44.1961,78.6255,62.2744,86.5,92,79,60,78,72,61,73.0666,64.1234,104,61.813,61.75,89.6763,
0,0,32.8238,72.9039,61.7071,51.9122,87,79,57.6557,57.9803,79.5394,61.8212,82,79,75,71,61.4801,85.0025,76.2473,66.5485,73,61,
0,0,61.1619,62.8102,75,69,76.5608,65.4841,81,79,93.1656,65.2176,70.3306,66.9189,72,61,100,64,74,86,64.9288,68.5,
0,0,59.8829,68.896,83,61,104,64,56.9792,70.5,90,77,55.1688,73.125,99,64,61.4498,60.2947,83,61,73,86,
0,0,104,61.2,55.6115,61.1993,93.7577,79.0491,60.1849,62.1544,59.8781,71.25,89.4026,78.625,64.4815,67.823,54.3768,75.7661,69.4973,69,54,59,
0,0,67,75,78.4636,66.7687,104,64,93,79,25.64,68.8885,74,61,77,61,58,50,70,77,72,86,
0,0,30.822,75.4896,90,61,65.9194,78.5389,58,50,45,61,86.25,75.75,63.684,73.5984,47.231,79.835,91.9697,63.3057,92,79,
0,0,16,79,92.0389,66.9785,79.4977,74.7914,44,61,104,64,61.5,44.1489,41,75,64,69,74,61,75.6363,66.75,
0,0,34.4911,64.3859,58.5264,72.6089,64.9368,55.4386,71,61,47,75,64,68,56.4435,45.6469,55.0048,54.3181,77.4388,66.5,56.3168,46.9901,
0,0,48.2116,68.2017,64,60,72,61,68,75,62.8408,82.7766,56.2511,36.7375,64.9063,86.9598,79.4019,63.9436,96,64.5364,66.8524,68.1355,
0,0,74.462,61.0416,93.2256,64.2889,81,61,61.6381,73.011,96,64,76.7069,75.5,60.2147,55.2697,14.9173,78.0256,99.972,64.5364,57.75,65.1187,
0,0,58.0009,76.4358,59,78,75,61,85.5,70,75,61,62.3839,38.089,61.085,49.367,84.3276,74.4633,48,65,63.475,40.8364,
0,0,104,61,78.739,68.9491,68,86,64.9636,66,76.75,75.7144,75,68,75,63,90.1442,69.4929,60,71,78.5,69.5035,
0,0,70,61,82,79,56.074,47.3551,97,64,58,65,51.5,74,101,64,84.8014,66.8876,99,64,66.4538,75.1478,
0,0,104,61,67.2196,63.0724,66.0182,64.328,69,61,40,74,67.0239,70.0969,77,79,49,79,102,64,64.7225,58.1888,
0,0,1,86,66.7437,60,98.3864,61.4121,68.5842,65.2339,104,61,66.8634,60,84.2953,67.4299,61,80,72.5,68.9031,68,61,
0,0,3,86,88,61,90,61,53.5277,65.694,104,62,60,89,45.3764,62.6967,64,85,71,86,67,61,
0,0,1,89,85.5439,66.4853,98.6731,61.7051,81.6776,67.4308,77.4388,67.7357,64,74.5942,46.7323,68.7732,66,60,90.5,66,57.3181,56.1221,
0,0,60.248,75.0886,85,77,92.6604,63.5224,70.7537,77.9376,45,61,69,46,62.5,82.852,61.2622,71.9058,102,64,51.0842,64.1305,
0,0,75,66.6522,62.7211,65.5177,70.7697,74.005,64.0277,71.3061,53.1491,62.1869,68,61,48.1303,72.7151,72,67,72,71,53.9369,58.6859,
0,0,37,79,69,89,82,61,87.9723,66.9604,78.2017,61.8863,73.833,65.3367,81.3728,64.5516,48.6827,68.2116,73.4742,64.9927,71,75,
0,0,76.5306,66.8612,83,61,65,66.3654,69.0533,72.6728,77,79,62.2794,64.3538,71,86,70,63,38.985,67.9636,57.5,57.2374,
0,0,78.9334,78.7767,68.8074,68.0215,74.4427,61,60,81,104,61,58,81,74.6441,61.0826,84,77,104,64,49,61,
0,0,14.2341,75.7353,58.2023,67.888,64.9839,61.7051,63.4053,51.5613,104,64,78,61,71.6697,46.411,58,65,58.4474,62.8249,61.0482,58.8925,
��ǰΪ��30����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,25,79.7743,97.7125,62.5146,58.6176,68.049,56.6396,56.0733,91.9622,67,66.75,70.7406,38,61,72,61,87,61,51.7962,66.6022,
0,0,1,86,90.3463,65.5,64.4017,60.336,77.5661,75,55.2743,63.5,60,86,69,86,60,71,104,64,57.9684,57.8782,
0,0,51.4625,68.7595,64.3716,74.3352,89,61,79.1232,69.7449,76.4529,64,54.692,55.0445,64.1806,50.9532,73.5865,79.1426,91,63,61,55,
0,0,1.62598,87.4557,58.7483,78.5146,66.1136,68.7895,71.3177,66.2239,104,64,68.4841,71.1595,78.8211,64.411,40.3395,68.8291,103,64,67,75,
0,0,30,79,66.6386,68.5693,60,66,75,79,98,64,63.25,77.9256,104,61,83,61,40.64,77.4065,61,89,
0,0,17.9345,64.2713,66.3677,78,74,61,78,75,93.25,72,58.0844,88.5625,104,61,56.4355,72.7575,83,77.3992,80,79,
0,0,59,58,56.0963,83.9893,82,61,91,61,41.574,65,49,61,93.5044,76.852,85,61,29,64,64,60,
0,0,104,61,55.5,74.4531,76.2804,69.8314,51.1105,72.9728,56.0169,64.9527,84,79,96,64,42,79,56.8781,69,48,61,
0,0,32.483,77.8762,93,61,71,86,70,86,56.331,75.2053,89,79,57.3368,68.3665,71,61,94,61,96,64,
0,0,71.8399,75.4546,69.3877,70.0354,90.1262,69.3479,67.0554,88.3881,46.074,65,42.1481,79.8954,64.6806,55.867,47.7861,67.0548,36.3559,69.5,64.25,85.6478,
0,0,104,61,87.0195,63.9893,97,64,54,89,92.078,62.5,61,55,64.8673,60.2666,97,64,67.0151,63.8472,52.8181,57.5032,
0,0,96,61,77,61,75,77,69,86,64,69.4431,69,61,64.2922,61.2967,81.6735,78.558,80.6782,63.7026,82.6139,70.1677,
0,0,94,65,73.4462,63.4546,58.9424,74.005,51.5316,78.3259,64.25,81.7843,66.0885,68.8317,60,71,88.9648,71.3942,68.412,70.5037,76.2407,67.5031,
0,0,104,61,53.7949,75.0661,84,61,81.3472,64.0264,81.6635,73.2843,62.9836,60.9264,71.4712,78.4318,68,61,55.8391,76.3513,76,79,
0,0,86.5,69.2835,61,78,97,61,84.6396,71.5481,22.269,63.4442,53.6051,71.2406,90,61,64.7822,55.5088,77.75,68.75,77.9231,79.1101,
0,0,104,61,51,79,73.5489,64.8701,96,64,53,70,75,79,51,55,97,64,75.1009,73.5,64.0894,60.875,
0,0,78.4669,63.3074,57.6525,66.5292,66.6698,63.5565,51.9793,68.75,100,64,80,79,53.4945,75.9175,70,61,101,63.9709,71.8841,72.1702,
0,0,91,61,44,79,79,61,99,64,54.7345,75,47.7971,70.97,104,61,75,69,84.5,66,58.9194,62.191,
0,0,39,79,52.3401,57.9075,81.7372,77.533,68.5119,75.3881,74,61,65.136,66.3871,56,58,89.8303,65.0855,104,61,60,73.0646,
0,0,104,61,91,61,70.4144,78.8066,74,89,46.9573,77.121,75,71,82.0868,61.911,87.791,74.7731,104,64,83,79,
0,0,104,64,72.1583,69.1034,58,65,64.8612,71.1381,61.5393,68.5,52.6645,76.6778,64.5895,62.2945,77,61,84,61,70,61,
0,0,22.962,73.5416,68.0416,64.2889,78.6856,66.2006,89,79,67,61,66.6437,74.8125,58.1491,51.4347,74,86,78,65,52.943,61.849,
0,0,42.748,79.0886,84.2723,72.7377,82.1476,66.3949,68,61,71,61,58.5087,73.6504,96,64,52.5722,61.3346,100,64,64.3181,53.0055,
0,0,104,64,66,60,76,61,59,89,70,61,66.5,77.5,68,61,58.653,66.7723,70.1992,63.1034,46,61,
0,0,1,89.7353,79.1378,66.6561,73.5388,49.5577,76,61,64,60,56.2051,64.2971,52.9446,64.1803,51.522,63,61.5209,85.4297,53.409,52.2018,
0,0,64.1175,61.7076,73.6715,75.5031,51,76,55.6101,71.8128,98.2372,62.5,87.2787,72.6748,43,61,81.761,70.5801,63.318,65.9031,69,89,
0,0,103,61,51.897,68.3477,59.0975,74.4238,62.2744,86.5,92,79,60,78,61.5,75.8052,73.0666,64.1234,31,79,61.75,89.6763,
0,0,2.5,88.7743,61.7071,51.9122,104,64.3486,64.5,58.0253,88,71,82,79,55.0464,52.6832,61.4801,85.0025,76.2473,66.5485,63.375,54.1876,
0,0,14,76,71.827,65.9903,74,61,64.7869,58.0145,104,64,64,64,72,61,57.9117,56.6801,90,61,64.9288,68.5,
0,0,59.8829,68.896,83,61,80,61,56.9792,70.5,90,77,55.8465,54.0137,70,61,52.5054,84.5423,83,61,64,59.1859,
0,0,47.9915,63.1038,55.6115,61.1993,59.252,53.5036,86.2646,67.4822,92.0716,71.2053,89.4026,78.625,76,61,85,61,27.75,64.5485,78,61,
0,0,85.2257,61.8776,78.4636,66.7687,104,64,72.0912,89.3594,68.0277,66.5,63.0404,49.9025,77,61,58,50,48.7194,65,56.8112,55.5827,
0,0,2,87.2743,91,61,97,61,58,50,102,64,59.5386,74.5702,23,61,47.231,79.835,71,75,69,61,
0,0,39,79,75.7295,70.7148,58.3797,69.7005,75.7484,79.7937,104,61.4648,61.5,44.1489,41,75,64,69,74,61,57.0241,44.9463,
0,0,7.714,86.6843,88,61,71.0613,61.956,71,61,44.7426,69.0519,64,68,75,70,79.6434,66.782,77.4388,66.5,74,61,
0,0,1,89,64,60,72,61,68,75,33.8871,67.3825,70,61,77.4957,61.3667,76,61,96,64.5364,66.8524,68.1355,
0,0,95.5,62.6739,93.2256,64.2889,87,79,73.4353,74.8469,77.1951,77.621,82.9712,70.3619,66,60,55.761,67.4929,99.972,64.5364,57.75,65.1187,
0,0,12.0796,88.4328,59,78,74,61,85.5,70,97,64,59.0251,81.9056,61.085,49.367,62.55,48.7384,104,63.25,65.7357,66.6221,
0,0,27.5585,73.1838,57,83.6601,48,61,83,79,92.4156,66,64,60,75,63,99,63,60,89,64.625,62.1924,
0,0,1,86,70.6217,67.6379,44,65,57.394,50.4901,58,65,62,89,90,79,62.7401,86.9251,89,61,66.4538,75.1478,
0,0,104,61,60.9788,56.1914,51.4395,59.7388,58.6231,66.5312,40,74,55,51,77,79,70,61,61.8408,64.5364,88,75,
0,0,49,79,66.9546,69.5354,70.8877,68.1652,66,86,99,61,70.7082,71.3506,69.7633,49.3369,82,79,72.5,68.9031,64,61,
0,0,1,89,83.75,66.443,93,61,68,61,98.6227,63.5141,60,89,45.3764,62.6967,81,61,48,68,65.9982,46.5403,
0,0,104,61,45.5574,73.2558,64.5037,58.3063,60,66,77.0084,65.0467,62,83,69,61,62.4888,63.0607,90.5,66,56.8203,87.6859,
0,0,60.248,75.0886,90,69,104,61,63.3628,51.2753,76.25,65.1421,67,46,58.8779,67,61.2622,71.9058,70.3489,70.5935,51.0842,64.1305,
0,0,52.5306,75.8612,52.6541,69.5878,83,61,58.0943,78.6906,32.7779,78.2947,64,60,65.8849,79.3168,55.1728,72,83.25,71.9151,76.7612,64.9747,
0,0,37,79,84.2331,66.5145,82,61,87.9723,66.9604,79,61,52.242,73.0188,77.7007,78.76,104,64,94.8661,70,70.7888,61.1989,
0,0,76.5306,66.8612,76,61,74,89,55.1991,56,77,79,97,64,66.2631,75.1157,47.4517,72.1788,98,64,57.5,57.2374,
0,0,94,61,72,61,61,79,60,81,104,64,58,81,74.6441,61.0826,43,79,104,64,68,61,
0,0,52,76,58.5,70.6601,70.2989,71.66,65,89,97.2528,64,70.2796,47.7684,53.0425,56.8637,88.7631,66.7879,58.4474,62.8249,61.0482,58.8925,
��ǰΪ��31����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,25,79.7743,64,60,58.6176,68.049,63,89,58,84,90.2921,61.681,84,61,72,61,87,61,72.9969,88.2892,
0,0,1,86,77.9047,63.7377,64.4017,60.336,67.7377,61,55.2743,63.5,60,86,69,86,70,61,77,61,54.4262,47.5733,
0,0,51.4625,68.7595,78.1803,79.6711,89,61,79.1232,69.7449,76,61,53.1854,64.8011,64,72,73.5865,79.1426,85.0446,69.9014,60,62.0055,
0,0,55,71,58.7483,78.5146,103,61,66.5,49.2753,104,64,58,61,77.8628,66,29,75,103,64,72.8296,72.5343,
0,0,30,79,60,81,34,70.16,85,79,70,66,73,61,104,61,90,66.2879,93.7453,75.4013,69.9034,61.2371,
0,0,63,70.1739,66.3677,78,74,61,78,75,104,64,58.0844,88.5625,61.6405,66.3527,68.3469,71.4929,72.1951,64.5364,71,61,
0,0,104,61,52.9894,61.585,82,61,58,78,85,63,57,50,60,68,83,61,82.6593,64.2641,64,60,
0,0,104,61,60.75,57.33,70,86,51,89,56.0169,64.9527,84.6272,63.9314,55,63,94,79,81.2237,63.7874,61.6562,57.1352,
0,0,84,61,63.9101,65.7054,72.6525,61.5565,70.2257,72.5122,88,63,89,79,42.9793,66.9175,71,61,100.5,63.9709,96,64,
0,0,64.626,71.9557,73.587,66.0733,64.1269,73.5055,62.4806,88.4566,46.074,65,73,46,57.7484,78.5,97,64,88.206,64.2518,66,60,
0,0,43.3841,69.5539,87.0195,63.9893,81.3366,74.7217,93.4996,70.918,92.078,62.5,62.121,69.6842,64.8673,60.2666,88.8128,72.0801,94,65,61.9524,83.5143,
0,0,103,61,44,65,42.4096,64.89,69,86,55.6188,77.4395,64.4238,68,58,84,81.6735,78.558,70.9204,79.2682,81,79,
0,0,47.3242,77.5421,58.2302,52.2022,58.9424,74.005,67.4509,72.2876,67,75,66.0885,68.8317,63.4792,59.5,74,86,104,61,72,61,
0,0,104,61,79,61,43.4969,63.6003,71,86,104,64,62.9836,60.9264,42.1688,74.5341,68,61,32.9029,70.0401,76,79,
0,0,1,86,62.8484,75.5674,69,61,84.6396,71.5481,22.269,63.4442,51,79.0625,90,61,81.5864,69.2575,77.75,68.75,77.9231,79.1101,
0,0,78,79,68.0997,69,60,61,72,71,67.3186,61.1355,66.9578,60,51,55,97,64,75.1009,73.5,64.0894,60.875,
0,0,26.8085,73.2967,57.6525,66.5292,66.6698,63.5565,85,79,19,64,55,51,53.4945,75.9175,70,61,101,63.9709,67.7387,69.1664,
0,0,83,61,49,79,79,61,74.0308,73.0068,54.7345,75,52.574,73.1225,59.282,54.7502,60.2058,73.6075,69.4151,70.1531,58.9194,62.191,
0,0,58.5116,74.632,72,61,81.7372,77.533,68.5119,75.3881,86.713,77,97,64,37.5215,62.407,89.8303,65.0855,101.5,64.5,73,61,
0,0,104,61,91,61,88,61,61.1128,74.7626,46.9573,77.121,72,78,55,48,87.791,74.7731,104,64,61.8125,43.2557,
0,0,43,61,72.1583,69.1034,64.9991,52.7335,93.2441,69.306,64.3673,79,52,89,102,62.5,67.5849,74.7147,83.5,79.8992,70,61,
0,0,104,61,53,65,78.6856,66.2006,89,79,90.0564,69.8088,74,89.5,58.1491,51.4347,79,79,71.5,71.2318,61.4488,71.7704,
0,0,1,89,101,64,61.6081,64.3738,96.9455,63.2177,77,61,52.9105,68.1689,62.168,71.791,52.5722,61.3346,104,64.5,75,74,
0,0,104,64,66,60,59.9649,55.2665,59,89,70,61,66.5,77.5,85.8684,68.2942,82,61,44.574,62.5,66.25,67.9136,
0,0,1,86,75,68,67.0416,66.2006,76,61,58.6409,56.8579,59.2087,74.8493,52.9446,64.1803,51.522,63,53.5804,58.8243,55,52.349,
0,0,95.2653,63.9306,63,79,57.5,69.8701,76,61,60.0489,77.5,87.2787,72.6748,43,61,66.2259,60.5894,50,73.5,64.75,58.9937,
0,0,97,61,51.897,68.3477,56.9157,55.5648,68,61,92,79,60,78,73.035,89.4925,85,61,31,79,61.75,89.6763,
0,0,2.5,88.7743,61.7071,51.9122,77,61.956,72,68,72.4363,66.9809,54.577,81.5094,55.0464,52.6832,82,61,76.2473,66.5485,78,61,
0,0,104,62,52.7769,67.7727,73,61,82,79,70,61,64,85,72,61,93.0176,63.0752,73.3444,64.6016,54.9244,57.686,
0,0,59.8829,68.896,83,61,88,75.956,49,61,90,77,81,61,70,61,56.5081,66.4926,83,61,57.8019,50.1187,
0,0,1,87.2743,92.7849,63.4043,94,65,61.6884,57.2344,92.0716,71.2053,62.5,89.5702,56.8221,52.0413,36,79,104,64,54,54,
0,0,48.174,66.2001,66.6038,65.1993,66,60,64.391,57.8699,52.377,65.2764,59.0803,74.6181,77,61,71,61,85.746,69.3452,64.7474,63.4723,
0,0,2,87.2743,77,75,76,61,84,79,91.6249,66.1026,60.5202,83.5137,23,61,47.231,79.835,71,75,69,61,
0,0,1,86,56.5416,75.619,56.8344,57.2973,75.7484,79.7937,101,61,60,68,41,75,84,79,45,77.5,51.8125,53.4452,
0,0,8.98724,89.3243,95.2435,63.1504,71.0613,61.956,71,61,44.7426,69.0519,71,86,66,86,73.5,66,94,61,64,62,
0,0,40.7415,78.0509,76.6438,65.7572,90.4243,69.9755,73,86,64.1844,65.1026,72.125,77.1485,97,64,66.4604,64,82.5,70,66.8524,68.1355,
0,0,95.5,62.6739,93.2256,64.2889,79,61,48.443,62,104,61.0375,54,89,66,60,55.761,67.4929,99.972,64.5364,59,58,
0,0,12.0796,88.4328,71,86,38.6541,61,81.5878,73.6906,94,79,59.75,51.25,61.5943,80.3168,98,64,104,63.25,87.6072,65.5709,
0,0,34,78.2743,89,61,48,61,53.5,51,92.4156,66,58.375,76.1074,43.3221,61.0413,30,79,104,64,67.5,47,
0,0,1,86,70.6217,67.6379,104,61,57.394,50.4901,58,65,70.375,73.556,63.4955,74.6017,56.2004,76.0013,89,61,62.1875,43.7927,
0,0,81.9067,63.3885,60.396,61,84,61,53.5996,55.5,40,74,65,46.5137,61.4424,64.3746,58,89,92,62.5,57.75,55.8046,
0,0,90.2207,69.9081,77,61,60.2197,71.0294,66,86,99,61,67,46,69.7633,49.3369,73,65,72.5,68.9031,64,61,
0,0,1,89,60.4296,53.4522,60,58,68,61,98.6227,63.5141,60,51,45.3764,62.6967,60.1176,66.5,53.7054,62.3183,74,66,
0,0,104,61,80.2835,68.5,59.5,61,58,84.0481,104,61,62,83,66.6396,61,63.3746,54.395,90.5,66,56.8203,87.6859,
0,0,60.248,75.0886,58.3438,64.0369,59.4307,81.4121,76,79,46.0975,77.5,66.9918,71.6935,58.8779,67,61.2622,71.9058,70.3489,70.5935,73,89,
0,0,51.4625,68.7595,83,75,72,70,58.0943,78.6906,92.4787,65.5605,64,60,65.8849,79.3168,78,79,97.5325,62.7318,61.5,57,
0,0,52.7257,70.8776,69.253,74.0304,81.9337,68.9808,87.9723,66.9604,104,61,67.25,46.4769,77.7007,78.76,86,61,74.1073,63.2318,51.0121,40.5558,
0,0,1,89.1372,96,61.6601,74,89,51.6601,82,94.7989,61,63.9293,45.5535,51,59.8637,64.1155,74.7054,98,64,66.4553,60,
0,0,94,61,76.5659,73.7677,88,64,68,61,104,61.9509,61.3541,51.1753,59,61,54.2753,80.9058,64.5,72.7768,63.716,60.5627,
0,0,37.7415,69.915,57,78,71.2453,69.6974,72.7855,64.8893,47,61,63.7688,74.319,70.6101,63,88.7631,66.7879,98,64,64,85,
��ǰΪ��32����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,1,86.3522,64,60,58.6176,68.049,63,89,58,84,63.0897,70.7078,52.0968,64.3752,33,79,55,61.375,54.424,41.0072,
0,0,1,89,93.8742,63.7573,64.4017,60.336,67.7377,61,55.2743,63.5,67,61,104,64,70,61,93.7924,61.4235,54.4262,47.5733,
0,0,104,64,78.1803,79.6711,89,61,79.1232,69.7449,76,61,53.1854,64.8011,64,72,81.6311,70.4529,83.6744,72.2144,63.6307,70.9168,
0,0,48.1326,74.9653,78,79,53.0908,62.0643,79.7501,79.7937,59.2217,68,70.9366,61.3374,62.7484,62.5,77.9066,78.7947,87,79,66.1619,60,
0,0,87.8674,64.1216,60,81,34,70.16,85,79,100.661,63.0588,51,89,104,61,80,79,101,64,69.9034,61.2371,
0,0,33.25,74.8872,66.3677,78,67.4101,49.5345,76,61,104,64,58.0844,88.5625,61.6405,66.3527,66.5122,60,85,66,71.1719,65.9324,
0,0,104,61,87.9201,68.0439,104,64,60,68,74,61,57,50,60.0757,53.0967,75,79,104,64,53,50,
0,0,104,61,96,64,84.5334,67.8001,64.9043,69.7344,56.0169,64.9527,66,89,60.0847,57.96,61.1756,76.25,81.6703,67.8609,61.6562,57.1352,
0,0,31.7755,73.7374,63.9101,65.7054,72.6525,61.5565,64,85,60.037,67.5605,74,46,51,88,80.6817,79.4624,100.5,63.9709,71,61,
0,0,102,64,61.4081,61,64.1269,73.5055,62.4806,88.4566,46.074,65,90,61,63.0997,50.0197,104,61,97,64,63.75,68,
0,0,43.3841,69.5539,75,79,81,61,92.5677,68.2541,87.6836,63,53.9557,74.8852,64.8673,60.2666,88.8128,72.0801,94,65,60,62.0055,
0,0,103,61,44,65,94.9863,79.2122,75,74,104,61,64.4238,68,93.85,69.1467,78.418,72.0801,86.2586,61.9433,55.6323,72.0561,
0,0,34.2415,69.415,69.475,78.2875,48.9579,66.9799,67.4509,72.2876,82.2453,70,67.6974,70.819,63.4792,59.5,60,66,25.8278,71.1992,72,61,
0,0,104,61,61,80,60,61,71,86,104,64,56.5,87.0625,78,61,68,65,102,64,60.4102,73.8429,
0,0,1,86,62.8484,75.5674,66,60,59,43,22.269,63.4442,58.7881,51.5137,61.1171,67.1209,81.5864,69.2575,77.75,68.75,64.375,61.1427,
0,0,48,75,68.0997,69,50.5619,66.6442,37.6479,65.7636,39,77,66.9578,60,73,61,63.3812,80.4599,62.873,63.1726,76,61,
0,0,68.7688,71.1202,49.7148,62.9938,70,61,78,61,19,64,62,46.6753,53.4945,75.9175,52.0588,74.6558,82.0865,72.5701,68.2009,65.0627,
